"01_16","02_16","03_16","04_16","05_16","06_16","07_16","08_16","09_16","10_16","11_16","12_16","01_17","02_17","03_17","04_17","05_17","06_17","07_17","08_17","09_17","10_17","11_17","12_17"
8.76785612289389e-18,3.68501081772766e-103,1.54182608623718e-118,2.49684241269698e-91,1.79384900532634e-48,1.36259273244294e-15,2.63681889004537,1381.82466482485,0.0658207595065303,1.41226629850365e-07,4.15850322930258e-10,4.00809584486993e-09,5.85488918704191e-06,0.0301480004791153,37.5286357663933,1788.47694387657,3924.01412459519,1451.1936465312,320.44348666608,146.041391602425,203.104687866285,302.164090665306,138.575501502542,5.49978154534481
1.99377363196384e-38,1.8464002395914e-66,9.89065111824637e-72,2.84622877452363e-62,6.49138124743161e-46,2.79472426010044e-30,2.70375121746704e-18,1.65251941742137e-09,0.000999595044011045,2.5182983953471,86.0927111042431,133.974054331701,34.7288069354564,6.08773646834314,2.29024393859476,4.02958178384458,25.942422959726,316.56049667029,3833.46944149169,24720.0400309837,49246.2231808726,24873.7152390205,2671.93469164249,49.6395642859422
5.69834428812311e-45,3.94003114579749e-14,2.55057254636844e-05,1.83445458509323e-09,9.48893372926281e-18,7.81262792927213e-22,1.04821284490502e-19,1.02301676616799e-13,1.00961860240383e-06,0.262523025434176,19.5134940358257,1.23628347323736,0.00219492464428222,5.74951097109149e-06,4.74212099169384e-07,8.40552557652472e-06,0.00637093683788283,10.5232850909847,1943.40919596994,2283.81851596531,15.6493825657813,0.0481159364065057,0.00970145741376667,20.5624320183659
6.3882997705264e-55,1.03088839191459e-58,1.75257498344903e-56,5.34504053083127e-50,4.39189501038479e-41,1.51914865610385e-31,1.63528530614623e-22,1.49666713431127e-14,1.40421837782926e-08,3.92406202102338e-05,0.000150617472228711,4.19634983810535e-06,1.30075953641829e-08,1.00953384843306e-10,2.05375986109222e-11,5.25155127810196e-10,5.66518350223333e-07,0.00302975134931499,9.70212053993226,2455.91310138425,10397.7694976889,641.451895043667,0.580191283270002,7.07886516377284e-06
4.57876362024647e-81,1.11342504835361e-53,7.40556157902937e-35,3.60982652590784e-22,7.2903107255131e-14,7.35803367389734e-08,0.00263666597069465,4.46041424392816,298.697052224597,953.174822039338,192.011592823072,6.20768271462339,0.107119451365799,0.00428239078561664,0.00105523162708433,0.00304046550489148,0.0551787526455709,1.98404611643295,44.965099454171,212.563227745907,124.294720822343,16.1853325477515,0.980782023202994,0.056840326254841
4.29920222516835e-99,1.25041553209687e-66,4.04945308002462e-46,2.07395612899734e-33,4.6197455628364e-25,1.78662911239133e-17,7.90281319836882e-10,0.00435944388706297,124.502819483658,1597.94633173899,2.23434147479028,5.68804635620981e-06,2.47850353160745e-12,4.42114729813106e-17,1.3523511369168e-18,7.36056370302155e-16,3.70877389762062e-10,0.0011037183115982,126.73275452447,4504.59257822795,26.3218839950272,0.0160890894902872,0.00172518896271599,61.0062701538554
5.10862942006971e-07,2.71110945541705e-53,8.16459690644806e-67,4.93574964160209e-59,6.64171700531349e-41,3.16015281860274e-23,2.88603997659481e-10,0.113397359812555,2860.77408944801,18203.2435226878,123.594283487681,0.0111191163586806,2.56261237042934e-07,5.85138300362845e-11,1.43656703357165e-12,1.92743172485626e-11,3.72860000503754e-08,0.000737484466834117,11.0311389904638,10250.6936073215,85923.759266239,5453.38797491051,2.52573408576753,7.58355837314613e-06
1.80483609983452e-37,6.32290505158462e-95,1.61898558002736e-101,1.91503176169596e-77,9.84096207099054e-43,2.61657603279548e-16,0.00112694021898234,0.711125249309015,0.00128228021054796,1.88454064018514e-07,7.07358873710447e-09,1.2865515331083e-07,9.96909765098556e-05,0.15849210064955,63.9894490529028,1591.64093876465,3245.42631308131,1838.86630111254,959.257958989807,1479.6794387618,5791.27234319301,6395.74318041745,166.450313496233,0.00783789449882416
4.61737412649701e-91,1.66731161017061e-29,0.0193177851424359,1731.73372177967,0.00328753049756382,3.1392996824489e-08,8.82680304849403e-09,2.77440715564389e-06,0.015085071361923,28.2515739640227,862.166355896287,544.768479924203,36.9366724904409,1.75984109516822,0.253567830393281,0.295688388427751,2.00309064497779,31.9531271563173,493.728671596344,3118.04596774318,4060.09015884155,906.903146867964,30.7048445760452,0.133671409280466
2.8343448775612e-85,4.18482721234066e-47,1.36467801055497e-27,7.80866717967396e-20,1.33658573342637e-17,1.09339234737312e-14,1.71713931101096e-09,0.00174586760921356,138.176200009442,19503.5409733578,380.338250898587,0.00968487114415671,2.22958287828062e-08,7.62675210789449e-13,1.30279686052835e-14,1.06362632381624e-12,4.13518877106972e-08,0.0117180997475093,381.79879692226,26746.7482378691,1739.65992682712,10.8224317072183,1.38440017898987,835.806665486849
