St Lucia,201.7900363,393.3772057,6589.918434,4835.592135,5384.846475,3287.59048,9953.46359,3899.7625,2726.432794,2318.318114,0,2187.948147,0,0,0,0,0,0,0,0,0,0,0,0
St Maarten (Dutch Part),0,0,0,67.49156355,349.9562555,572.4284464,0,0,0,244.9693788,2237.220347,0,9.998750156,62.49218848,0,0,0,0,0,0,0,0,0,0
St Vincent-Grenad,0,0,0,0,0,0,1.828872409,4.572181022,3.657744817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,69.30912946,51.7579804,513.1024701,57.84715456,28.65493725,19.70026936,59.10080807,41.19147229,32.2368044,28.65493725,0,89.54667889,0,80.592011,0,0,0,0,0,0,0,0,0,0
Trinidad-Tobago,0,0,0,0,0,0.952407466,0.805883241,0,41.75940429,17.7294313,0,27.40003018,0,0,0,0.732621128,0,4.46898888,0,0,0,0,0,0
Turks-Caicos,25.78796562,157.5931232,166.1891117,0,0,0,0,0,679.0830946,120.3438395,0,194.8424069,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0.058071908,0,1.190474116,1.451797703,0,2.439020141,3.310098763,0.348431449,0,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0.022174228,0,1.387473126,1.058027452,0.91864659,1.194240567,0.32311018,0.155219596,0.972498287,0,0,40.47746942,0,0,5.955364103,1.140388871,0.750756007,0.7570915,1.092872668
Virgin Islands (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands (US),0,0,0,0,0,0,0,92.27690843,1014.074657,6052.393857,20317.43257,8380.685957,0,0,12.62736642,0,0,0,0,0,0,0,0,0
